,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,PhotoAmt,Adopted
3729,Cat,2,Domestic Short Hair,Male,Black,Yellow,Medium,Short,No,No,Healthy,50,3,Yes
3730,Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Medium,Yes,No,Healthy,100,1,Yes
3731,Dog,3,Mixed Breed,Female,Cream,No Color,Small,Short,Yes,No,Healthy,0,6,Yes
3732,Dog,24,Terrier,Male,Golden,No Color,Medium,Medium,No,No,Healthy,20,2,No
3733,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,1,No
3734,Dog,2,Mixed Breed,Female,Black,Golden,Medium,Medium,Yes,No,Healthy,0,2,Yes
3735,Dog,7,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,5,Yes
3736,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,20,1,Yes
3737,Cat,12,Domestic Medium Hair,Male,Golden,White,Medium,Medium,No,No,Healthy,50,3,Yes
3738,Dog,3,Mixed Breed,Female,Golden,No Color,Medium,Medium,Yes,No,Healthy,0,1,No
3739,Dog,0,Mixed Breed,Female,White,No Color,Large,Short,Yes,Yes,Healthy,0,1,Yes
3740,Dog,12,Mixed Breed,Female,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,2,No
3741,Cat,2,Domestic Short Hair,Male,Black,Brown,Medium,Short,Yes,No,Healthy,70,1,Yes
3742,Cat,2,Tabby,Male,Black,White,Medium,Short,No,No,Healthy,0,2,Yes
3743,Cat,3,Tuxedo,Male,Black,White,Small,Short,Yes,No,Healthy,0,3,No
3744,Dog,18,Poodle,Male,Brown,Golden,Small,Medium,Yes,No,Healthy,0,1,Yes
3745,Dog,2,Mixed Breed,Female,Gray,White,Medium,Short,No,No,Healthy,20,1,Yes
3746,Cat,2,Tabby,Female,Brown,Yellow,Small,Short,No,No,Healthy,0,5,Yes
3747,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,Yes,Healthy,50,6,Yes
3748,Cat,2,Domestic Short Hair,Male,Gray,White,Medium,Short,Yes,No,Healthy,0,3,Yes
3749,Cat,2,Siamese,Female,Cream,No Color,Medium,Short,No,No,Healthy,0,2,Yes
3750,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,4,Yes
3751,Cat,2,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,50,4,Yes
3752,Dog,18,Jack Russell Terrier,Female,Brown,White,Small,Short,Yes,No,Healthy,0,1,Yes
3753,Cat,2,Domestic Short Hair,Male,Gray,White,Medium,Short,Yes,No,Healthy,100,3,Yes
3754,Cat,2,Domestic Short Hair,Male,Black,Gray,Small,Short,Yes,No,Minor Injury,0,26,Yes
3755,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,No,No,Healthy,0,3,Yes
3756,Dog,36,Rottweiler,Female,Black,No Color,Large,Short,Not Sure,Not Sure,Healthy,350,1,No
3757,Dog,2,Wirehaired Terrier,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,2,Yes
3758,Cat,60,Calico,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
3759,Cat,4,Ocicat,Female,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,3,Yes
3760,Dog,12,English Cocker Spaniel,Female,Brown,Golden,Small,Medium,Yes,Yes,Healthy,0,4,Yes
3761,Dog,5,Mixed Breed,Female,Yellow,Cream,Medium,Short,Yes,No,Healthy,0,11,No
3762,Cat,1,Domestic Short Hair,Female,Gray,White,Medium,Short,No,No,Healthy,0,5,Yes
3763,Cat,11,Domestic Long Hair,Male,Black,White,Medium,Short,No,No,Healthy,50,2,No
3764,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,8,Yes
3765,Dog,4,Labrador Retriever,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes
3766,Dog,12,Schnauzer,Male,Cream,Gray,Medium,Medium,Yes,Not Sure,Healthy,500,1,Yes
3767,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,4,No
3768,Cat,10,Siamese,Male,Cream,White,Large,Medium,No,Not Sure,Healthy,0,3,Yes
3769,Cat,5,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Not Sure,Healthy,0,2,Yes
3770,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,2,Yes
3771,Cat,1,Domestic Short Hair,Male,Gray,White,Small,Short,No,No,Healthy,0,0,Yes
3772,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Not Sure,No,Healthy,0,5,Yes
3773,Cat,3,Tiger,Female,Black,White,Small,Short,Not Sure,Not Sure,Healthy,0,7,Yes
3774,Cat,3,Domestic Short Hair,Female,Black,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,Yes
3775,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,Yes
3776,Dog,1,American Water Spaniel,Female,White,No Color,Medium,Long,No,No,Healthy,0,4,No
3777,Cat,6,Domestic Short Hair,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,30,1,Yes
3778,Dog,4,Mixed Breed,Female,Cream,No Color,Medium,Short,Yes,No,Healthy,0,4,Yes
3779,Dog,12,Cocker Spaniel,Female,Brown,Golden,Medium,Long,Yes,No,Healthy,0,2,Yes
3780,Dog,4,Golden Retriever,Female,Brown,No Color,Medium,Long,Yes,Yes,Healthy,0,2,No
3781,Dog,4,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,0,No
3782,Cat,16,Domestic Medium Hair,Female,Gray,No Color,Large,Medium,Yes,Yes,Healthy,0,2,No
3783,Cat,2,Siamese,Male,Brown,White,Small,Short,No,No,Healthy,100,5,Yes
3784,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,Not Sure,Yes,Healthy,0,5,No
3785,Cat,2,Domestic Short Hair,Female,Gray,No Color,Medium,Medium,No,No,Healthy,0,19,Yes
3786,Cat,4,Domestic Short Hair,Male,Yellow,White,Small,Short,No,No,Healthy,0,4,Yes
3787,Cat,2,Domestic Medium Hair,Female,Black,Cream,Medium,Medium,No,No,Healthy,0,4,Yes
3788,Cat,4,Domestic Medium Hair,Male,Gray,No Color,Medium,Medium,No,No,Healthy,0,3,No
3789,Cat,9,Siamese,Female,Brown,Cream,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
3790,Cat,2,Domestic Short Hair,Female,Brown,No Color,Medium,Short,No,No,Minor Injury,15,1,Yes
3791,Dog,24,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,Yes,Healthy,0,7,No
3792,Dog,3,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,2,Yes
3793,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,Yes
3794,Dog,24,Golden Retriever,Female,Golden,No Color,Large,Medium,Yes,No,Healthy,400,24,Yes
3795,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,3,Yes
3796,Dog,2,Labrador Retriever,Male,Black,Brown,Medium,Medium,Not Sure,Not Sure,Minor Injury,150,4,Yes
3797,Dog,9,Poodle,Male,Black,White,Small,Medium,Yes,No,Healthy,10,1,No
3798,Dog,36,Terrier,Male,Black,Cream,Medium,Medium,Yes,Yes,Healthy,200,2,Yes
3799,Dog,1,Mixed Breed,Female,Black,No Color,Medium,Short,No,No,Healthy,0,1,Yes
3800,Dog,1,Terrier,Female,Brown,White,Medium,Short,Yes,No,Healthy,0,7,Yes
3801,Dog,6,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Minor Injury,0,4,Yes
3802,Cat,3,Domestic Short Hair,Male,Black,No Color,Small,Short,No,No,Healthy,0,1,Yes
3803,Cat,1,Persian,Male,Cream,No Color,Medium,Long,No,No,Healthy,100,9,Yes
3804,Cat,2,Domestic Short Hair,Male,Brown,Golden,Medium,Short,No,Yes,Healthy,0,4,Yes
3805,Cat,2,Domestic Short Hair,Male,Black,Brown,Medium,Short,No,No,Healthy,0,2,Yes
3806,Dog,12,Mixed Breed,Female,Black,White,Small,Short,No,No,Healthy,0,5,No
3807,Dog,18,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,Yes,Healthy,0,7,No
3808,Cat,5,Domestic Medium Hair,Male,Black,No Color,Medium,Medium,Yes,Yes,Healthy,150,20,No
3809,Cat,24,Domestic Short Hair,Male,Black,Brown,Medium,Short,Not Sure,Yes,Healthy,0,2,No
3810,Dog,8,Terrier,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,7,Yes
3811,Dog,2,Black Labrador Retriever,Female,Black,No Color,Medium,Short,Not Sure,No,Healthy,0,4,Yes
3812,Dog,12,Mixed Breed,Male,Brown,White,Medium,Short,Not Sure,Yes,Healthy,0,4,Yes
3813,Cat,5,Singapura,Female,Gray,White,Medium,Medium,No,No,Healthy,0,2,Yes
3814,Cat,1,Domestic Short Hair,Female,Black,Golden,Medium,Medium,Not Sure,Not Sure,Healthy,0,4,Yes
3815,Dog,2,Golden Retriever,Male,Brown,Cream,Small,Medium,Not Sure,Not Sure,Healthy,0,3,Yes
3816,Cat,7,Domestic Medium Hair,Female,White,No Color,Medium,Medium,Yes,No,Healthy,100,3,Yes
3817,Cat,12,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,12,Yes
3818,Cat,8,Tabby,Male,Black,Gray,Small,Short,Yes,Yes,Healthy,0,4,Yes
3819,Dog,72,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,1,Yes
3820,Cat,6,Domestic Short Hair,Male,Brown,White,Small,Short,No,No,Healthy,0,5,No
3821,Cat,24,American Shorthair,Female,Brown,Golden,Medium,Short,Yes,Yes,Healthy,0,6,Yes
3822,Dog,24,Spitz,Female,Black,Brown,Medium,Medium,No,Yes,Healthy,0,3,No
3823,Dog,108,Golden Retriever,Female,Golden,Cream,Medium,Medium,Yes,Not Sure,Healthy,0,1,No
3824,Cat,4,Tabby,Female,Black,Gray,Small,Medium,No,No,Healthy,0,1,No
3825,Cat,18,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Minor Injury,0,5,Yes
3826,Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,6,Yes
3827,Dog,5,Mixed Breed,Male,Brown,White,Medium,Short,Yes,No,Healthy,0,5,No
3828,Cat,24,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,3,No
3829,Dog,2,Terrier,Female,Brown,Cream,Large,Medium,Yes,No,Healthy,0,6,Yes
3830,Cat,2,Tabby,Male,Gray,No Color,Medium,Medium,No,No,Healthy,25,5,Yes
3831,Dog,3,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,6,No
3832,Cat,4,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,30,2,Yes
3833,Cat,12,Siamese,Male,Brown,Cream,Medium,Long,Yes,No,Healthy,100,2,No
3834,Dog,24,Husky,Female,White,No Color,Medium,Medium,Not Sure,No,Healthy,0,1,Yes
3835,Cat,27,Domestic Short Hair,Female,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,3,Yes
3836,Cat,2,Domestic Medium Hair,Male,Brown,White,Medium,Medium,No,No,Healthy,0,3,Yes
3837,Cat,15,Tuxedo,Male,Black,White,Medium,Short,Yes,No,Healthy,0,3,No
3838,Cat,2,Domestic Short Hair,Female,Golden,No Color,Small,Short,No,No,Healthy,0,1,Yes
3839,Dog,24,Poodle,Female,Cream,No Color,Small,Medium,Yes,Yes,Healthy,0,3,Yes
3840,Dog,24,Mixed Breed,Male,Yellow,White,Large,Short,Yes,No,Healthy,100,3,No
3841,Dog,3,Mixed Breed,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,4,Yes
3842,Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,Not Sure,Healthy,0,1,Yes
3843,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,1,Yes
3844,Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,2,Yes
3845,Dog,7,Mixed Breed,Female,Black,Brown,Medium,Short,No,Yes,Healthy,0,2,Yes
3846,Dog,24,Mixed Breed,Female,Brown,No Color,Large,Medium,Yes,Yes,Healthy,0,3,No
3847,Dog,61,Irish Setter,Female,Brown,Golden,Large,Long,Yes,Yes,Healthy,0,2,Yes
3848,Dog,3,Mixed Breed,Male,Brown,Golden,Medium,Short,Yes,Not Sure,Minor Injury,0,9,No
3849,Dog,5,Miniature Pinscher,Female,Black,Brown,Small,Short,Yes,No,Healthy,200,2,Yes
3850,Cat,6,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,3,Yes
3851,Dog,6,Mixed Breed,Female,Golden,No Color,Small,Short,Yes,No,Healthy,0,2,Yes
3852,Cat,2,Domestic Medium Hair,Female,Black,Brown,Small,Medium,No,No,Healthy,0,3,Yes
3853,Cat,6,Domestic Short Hair,Male,Gray,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
3854,Cat,1,Domestic Short Hair,Male,White,No Color,Medium,Short,No,No,Healthy,0,15,Yes
3855,Cat,1,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,4,No
3856,Cat,1,Abyssinian,Female,White,No Color,Medium,Medium,No,No,Healthy,0,5,Yes
3857,Dog,1,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes
3858,Cat,2,Domestic Long Hair,Female,Black,Golden,Medium,Long,No,No,Healthy,50,5,Yes
3859,Dog,10,Mixed Breed,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,2,Yes
3860,Cat,24,Persian,Female,Black,White,Small,Long,Not Sure,Not Sure,Healthy,0,1,No
3861,Cat,3,Domestic Short Hair,Male,Black,White,Small,Short,No,Yes,Healthy,0,5,Yes
3862,Dog,12,Poodle,Male,Black,No Color,Small,Short,Yes,No,Healthy,300,5,No
3863,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,Yes,No,Healthy,0,13,Yes
3864,Cat,4,Domestic Short Hair,Male,White,No Color,Medium,Short,No,No,Healthy,0,1,Yes
3865,Cat,10,Domestic Long Hair,Female,Brown,Yellow,Small,Medium,Yes,Yes,Healthy,120,3,Yes
3866,Dog,36,Mixed Breed,Male,Cream,Gray,Small,Medium,Not Sure,Not Sure,Minor Injury,0,3,Yes
3867,Cat,1,Domestic Medium Hair,Female,Brown,Cream,Small,Medium,No,No,Healthy,0,3,Yes
3868,Cat,2,Domestic Short Hair,Male,Brown,Yellow,Medium,Medium,No,No,Healthy,0,3,Yes
3869,Dog,120,Miniature Pinscher,Male,Black,Brown,Medium,Short,Yes,Yes,Healthy,0,1,No
3870,Dog,12,Terrier,Female,Brown,Golden,Medium,Medium,No,No,Healthy,0,1,No
3871,Cat,24,Domestic Medium Hair,Female,Black,Golden,Medium,Medium,Yes,Yes,Healthy,250,2,No
3872,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,200,8,Yes
3873,Dog,17,Mixed Breed,Female,Cream,No Color,Large,Short,Yes,Yes,Healthy,0,2,Yes
3874,Dog,2,Mixed Breed,Male,Brown,White,Medium,Short,No,No,Healthy,0,1,Yes
3875,Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Yes,Healthy,0,21,No
3876,Dog,1,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,0,2,Yes
3877,Cat,12,Domestic Short Hair,Male,Black,No Color,Medium,Medium,Not Sure,No,Minor Injury,0,3,No
3878,Dog,36,Mixed Breed,Male,Brown,No Color,Medium,Medium,No,No,Minor Injury,1,2,No
3879,Dog,48,Mixed Breed,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,4,No
3880,Dog,2,Terrier,Female,Brown,White,Medium,Short,No,No,Healthy,0,2,Yes
3881,Dog,4,Shar Pei,Female,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,5,Yes
3882,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes
3883,Dog,2,Labrador Retriever,Female,Brown,No Color,Small,Short,Yes,No,Healthy,0,0,Yes
3884,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,7,Yes
3885,Dog,3,Pekingese,Male,Brown,Cream,Small,Medium,Yes,No,Healthy,0,2,Yes
3886,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,0,Yes
3887,Dog,2,Mixed Breed,Female,Brown,White,Medium,Short,No,No,Healthy,0,3,Yes
3888,Dog,12,Shih Tzu,Female,Black,White,Small,Long,Yes,No,Healthy,650,2,No
3889,Dog,2,Mixed Breed,Female,Cream,No Color,Medium,Medium,No,No,Healthy,150,3,Yes
3890,Cat,2,Tuxedo,Female,Black,Gray,Small,Short,No,No,Healthy,0,3,Yes
3891,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,3,No
3892,Cat,3,Turkish Angora,Male,Black,White,Small,Medium,No,No,Healthy,0,2,Yes
3893,Cat,1,Domestic Medium Hair,Male,Black,White,Small,Medium,No,No,Healthy,0,4,Yes
3894,Dog,10,Border Collie,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,0,3,Yes
3895,Cat,6,Persian,Female,Black,Brown,Small,Medium,No,No,Healthy,0,3,Yes
3896,Cat,2,Calico,Female,Black,Brown,Medium,Short,No,No,Healthy,0,5,Yes
3897,Dog,4,Mixed Breed,Male,Black,Brown,Medium,Short,Yes,No,Healthy,0,3,No
3898,Cat,2,Domestic Short Hair,Female,Black,White,Small,Short,No,No,Healthy,0,1,Yes
3899,Cat,1,Tabby,Female,Black,Golden,Medium,Short,No,No,Healthy,0,2,Yes
3900,Dog,84,Poodle,Male,Black,No Color,Small,Medium,Yes,Yes,Healthy,0,5,No
3901,Cat,3,Calico,Female,Black,Yellow,Medium,Medium,No,No,Healthy,80,5,Yes
3902,Dog,7,Terrier,Male,Brown,White,Medium,Short,Yes,Yes,Healthy,0,3,Yes
3903,Cat,1,Domestic Short Hair,Male,White,No Color,Small,Short,No,No,Healthy,0,4,Yes
3904,Cat,3,Domestic Short Hair,Male,Brown,White,Small,Short,No,No,Healthy,0,1,Yes
3905,Cat,6,Domestic Medium Hair,Male,Brown,Yellow,Medium,Medium,Yes,Yes,Healthy,0,1,Yes
3906,Dog,0,Mixed Breed,Female,Brown,No Color,Medium,Short,No,Yes,Healthy,0,5,Yes
3907,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,14,Yes
3908,Dog,5,Mixed Breed,Female,Brown,Cream,Medium,Short,Yes,Yes,Healthy,0,2,No
3909,Dog,3,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes
3910,Dog,3,Labrador Retriever,Female,White,No Color,Medium,Medium,Yes,No,Healthy,0,5,Yes
3911,Cat,17,Domestic Short Hair,Male,Black,Gray,Medium,Short,Yes,Yes,Healthy,0,7,Yes
3912,Dog,12,Pit Bull Terrier,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,100,1,Yes
3913,Dog,6,Mixed Breed,Male,Brown,White,Small,Short,Yes,No,Healthy,0,3,No
3914,Dog,2,Cocker Spaniel,Male,Black,No Color,Medium,Medium,Yes,No,Healthy,100,1,Yes
3915,Dog,72,Mixed Breed,Male,Black,No Color,Medium,Medium,Yes,Not Sure,Healthy,0,0,No
3916,Dog,24,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,No
3917,Cat,2,Domestic Short Hair,Male,Golden,No Color,Medium,Short,Yes,No,Minor Injury,0,5,Yes
3918,Cat,4,Domestic Short Hair,Female,Golden,White,Small,Short,Yes,Yes,Healthy,5,1,Yes
3919,Dog,2,Mixed Breed,Male,Black,Brown,Small,Medium,Yes,No,Healthy,0,5,No
3920,Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,1,Yes
3921,Dog,8,Schnauzer,Female,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,0,5,Yes
3922,Dog,3,Labrador Retriever,Female,Black,No Color,Medium,Short,Yes,Yes,Healthy,0,3,Yes
3923,Cat,3,Domestic Long Hair,Male,Golden,Yellow,Small,Medium,No,No,Healthy,0,5,Yes
3924,Cat,4,Domestic Short Hair,Female,Black,Yellow,Medium,Short,No,No,Healthy,30,1,Yes
3925,Dog,18,Poodle,Female,Brown,No Color,Small,Long,Not Sure,Not Sure,Healthy,0,1,Yes
3926,Dog,1,Mixed Breed,Male,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
3927,Dog,2,Boxer,Female,Golden,White,Medium,Short,Not Sure,No,Healthy,0,2,Yes
3928,Cat,1,Domestic Long Hair,Male,Black,White,Small,Medium,No,No,Healthy,30,4,Yes
3929,Dog,2,Mixed Breed,Male,Black,White,Medium,Medium,Yes,No,Healthy,0,1,Yes
3930,Cat,8,Domestic Medium Hair,Male,Cream,Gray,Large,Medium,No,No,Healthy,0,1,No
3931,Cat,3,Domestic Long Hair,Female,Black,Gray,Medium,Long,No,No,Healthy,100,2,Yes
3932,Dog,11,Mixed Breed,Female,White,No Color,Medium,Long,Not Sure,Not Sure,Healthy,0,1,Yes
3933,Cat,6,Calico,Female,Brown,Yellow,Medium,Short,No,Yes,Healthy,0,3,Yes
3934,Cat,2,Oriental Short Hair,Male,Brown,Cream,Small,Short,No,No,Healthy,0,4,Yes
3935,Cat,2,Domestic Short Hair,Male,Black,Brown,Small,Short,No,No,Healthy,0,1,Yes
3936,Cat,12,Domestic Short Hair,Male,Yellow,No Color,Medium,Short,No,Yes,Healthy,0,4,Yes
3937,Dog,255,Mixed Breed,Male,Brown,White,Medium,Medium,Not Sure,Not Sure,Healthy,0,3,No
3938,Dog,1,Mixed Breed,Female,Black,White,Medium,Short,No,No,Healthy,0,2,Yes
3939,Dog,4,Mixed Breed,Female,Brown,Yellow,Medium,Short,Yes,No,Healthy,0,3,Yes
3940,Dog,4,Mixed Breed,Female,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,1,Yes
3941,Dog,3,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,3,Yes
3942,Cat,2,Domestic Medium Hair,Male,Gray,White,Medium,Medium,No,No,Healthy,50,11,Yes
3943,Cat,1,Domestic Short Hair,Male,Brown,Yellow,Medium,Short,No,No,Healthy,0,4,Yes
3944,Cat,1,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,11,Yes
3945,Cat,6,Domestic Short Hair,Male,Black,White,Medium,Short,Yes,Not Sure,Healthy,0,6,No
3946,Cat,36,Domestic Long Hair,Male,Black,White,Large,Long,No,Yes,Healthy,0,5,No
3947,Dog,5,Mixed Breed,Male,Cream,No Color,Medium,Short,Yes,No,Healthy,350,2,No
3948,Cat,3,Domestic Short Hair,Female,Black,White,Small,Medium,Yes,No,Healthy,150,6,Yes
3949,Cat,53,Domestic Short Hair,Male,Black,Gray,Medium,Medium,Yes,Yes,Healthy,0,4,Yes
3950,Dog,4,Mixed Breed,Female,Cream,No Color,Small,Long,No,No,Healthy,0,3,Yes
3951,Cat,18,Tuxedo,Male,Black,White,Medium,Short,No,Yes,Healthy,0,1,No
3952,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,1,No
3953,Cat,10,Domestic Short Hair,Female,Brown,Golden,Small,Short,Yes,No,Healthy,0,4,No
3954,Dog,3,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,No,Healthy,0,9,Yes
3955,Dog,48,Mixed Breed,Male,Brown,Yellow,Large,Short,Not Sure,No,Healthy,1,0,No
3956,Dog,1,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,0,5,Yes
3957,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Short,No,No,Healthy,200,4,Yes
3958,Dog,2,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,1,Yes
3959,Dog,48,Rottweiler,Male,Black,No Color,Large,Short,Yes,Yes,Healthy,0,4,Yes
3960,Dog,36,German Shepherd Dog,Female,Black,Brown,Large,Medium,Yes,Yes,Healthy,0,5,Yes
3961,Dog,12,Mixed Breed,Male,Yellow,No Color,Medium,Short,Yes,Yes,Healthy,300,3,No
3962,Cat,2,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,7,Yes
3963,Cat,9,Domestic Short Hair,Female,Black,No Color,Medium,Medium,Yes,Yes,Healthy,0,1,No
3964,Cat,36,Domestic Medium Hair,Male,Brown,Gray,Medium,Medium,Not Sure,Yes,Healthy,0,4,No
3965,Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,5,Yes
3966,Dog,60,Golden Retriever,Male,Golden,No Color,Large,Medium,Yes,Yes,Healthy,0,6,Yes
3967,Dog,2,Mixed Breed,Male,Brown,Yellow,Medium,Medium,Yes,No,Healthy,0,4,Yes
3968,Dog,12,Chihuahua,Female,Golden,White,Small,Medium,Yes,No,Healthy,0,3,Yes
3969,Cat,6,Siamese,Male,Brown,White,Medium,Long,No,No,Healthy,0,1,Yes
3970,Dog,4,Labrador Retriever,Male,Cream,No Color,Medium,Short,No,Yes,Healthy,50,3,No
3971,Dog,12,Mixed Breed,Male,Yellow,No Color,Medium,Short,Not Sure,Not Sure,Healthy,0,1,No
3972,Cat,12,Tiger,Female,Black,Gray,Medium,Medium,No,No,Healthy,0,3,Yes
3973,Cat,6,Tabby,Female,Black,Gray,Medium,Short,No,No,Healthy,0,8,Yes
3974,Cat,1,Domestic Short Hair,Female,Black,Brown,Small,Short,No,No,Healthy,0,4,Yes
3975,Dog,4,Mixed Breed,Male,Brown,No Color,Large,Medium,Yes,No,Healthy,0,5,Yes
3976,Dog,1,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,6,Yes
3977,Dog,4,Mixed Breed,Male,Black,Yellow,Medium,Short,Yes,Yes,Healthy,0,2,Yes
3978,Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Medium,No,No,Healthy,0,1,No
3979,Cat,2,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,14,Yes
3980,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Medium,No,No,Healthy,0,4,Yes
3981,Dog,36,Rottweiler,Female,Black,No Color,Large,Short,Not Sure,Not Sure,Healthy,350,1,No
3982,Dog,24,Pug,Female,Black,Brown,Small,Short,Yes,Yes,Healthy,0,5,Yes
3983,Dog,84,Flat-coated Retriever,Female,Brown,No Color,Large,Medium,Yes,Yes,Minor Injury,0,1,No
3984,Cat,3,Calico,Female,Black,Brown,Small,Medium,No,No,Healthy,0,3,Yes
3985,Dog,5,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,Yes,Healthy,0,3,No
3986,Dog,6,Mixed Breed,Male,Black,No Color,Medium,Short,Yes,No,Healthy,0,5,Yes
3987,Cat,1,Domestic Short Hair,Female,Black,White,Medium,Short,No,No,Healthy,0,8,Yes
3988,Dog,12,Mixed Breed,Female,Brown,No Color,Medium,Short,Yes,Yes,Healthy,0,8,No
3989,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,2,Yes
3990,Dog,1,Mixed Breed,Female,White,No Color,Medium,Short,No,No,Healthy,0,3,Yes
